normalised_synonym	normalised_id
xanthosarcoma	EFO:1000608
undifferentiated pleomorphic sarcoma, inflammatory variant	EFO:1000608
inflammatory mfh	EFO:1000608
carcinoma of ureter	EFO:1000609
ureter cancer	EFO:1000609
ureteral carcinoma	EFO:1000609
ureter carcinoma	EFO:1000609
carcinoma of the ureter	EFO:1000609
small cell carcinoma of the ureter	EFO:1000610
small cell carcinoma of ureter	EFO:1000610
ureteral small cell carcinoma	EFO:1000610
ureter small cell carcinoma	EFO:1000610
transitional cell dysplasia of the urinary tract	EFO:1000611
urothelial dysplasia	EFO:1000611
usual ductal breast hyperplasia	EFO:1000612
ductal breast hyperplasia of usual type	EFO:1000612
ordinary intraductal breast hyperplasia	EFO:1000612
udh	EFO:1000612
uterine malignant mixed mesodermal (mullerian) tumour	EFO:1000613
uterine malignant mixed mesodermal (müllerian) tumor	EFO:1000613
uterine malignant mixed mesodermal (mullerian) tumor	EFO:1000613
uterine carcinosarcoma	EFO:1000613
malignant mixed mesodermal (müllerian) tumour of the uterus	EFO:1000613
malignant mixed mesodermal (mullerian) tumour of the uterus	EFO:1000613
mixed mullerian sarcoma of uterus	EFO:1000613
malignant mixed mesodermal (müllerian) tumor of the uterus	EFO:1000613
malignant mixed mesodermal (mullerian) tumor of the uterus	EFO:1000613
uterine malignant mixed mesodermal (müllerian) tumour	EFO:1000613
uterus carcinosarcoma	EFO:1000613
carcinosarcoma of the uterus	EFO:1000613
choroidal melanoma	EFO:1000616
melanoma of uvea	EFO:1000616
uvea melanoma	EFO:1000616
uvea melanoma (disease)	EFO:1000616
iris melanoma	EFO:1000616
melanoma (disease) of uvea	EFO:1000616
intraocular melanoma	EFO:1000616
uveal melanoma	EFO:1000616
melanoma of the uvea	EFO:1000616
melanoma, uveal, malignant	EFO:1000616
vaginal adenoid cystic carcinoma	EFO:1000617
vaginal adenoid cystic cancer	EFO:1000617
vaginal carcinosarcoma	EFO:1000618
vaginal malignant mixed mesodermal (müllerian) tumour	EFO:1000618
vaginal malignant mixed mesodermal (müllerian) tumor	EFO:1000618
melanoma of the vagina	EFO:1000619
melanoma (disease) of vagina	EFO:1000619
vagina melanoma (disease)	EFO:1000619
vaginal melanoma	EFO:1000619
melanoma of vagina	EFO:1000619
vagina melanoma	EFO:1000619
epidermoid cell carcinoma of the vagina	EFO:1000620
epidermoid cell carcinoma of vagina	EFO:1000620
epidermoid carcinoma of the vagina	EFO:1000620
squamous cell carcinoma of the vagina	EFO:1000620
epidermoid carcinoma of vagina	EFO:1000620
vaginal epidermoid cell carcinoma	EFO:1000620
vaginal squamous cell cancer	EFO:1000620
vagina squamous cell carcinoma	EFO:1000620
vaginal epidermoid carcinoma	EFO:1000620
vagina epidermoid carcinoma	EFO:1000620
vagina epidermoid cell carcinoma	EFO:1000620
vaginal squamous cell cancer, nos	EFO:1000620
carcinoma of vagina squamous cell	EFO:1000620
vaginal squamous cell carcinoma	EFO:1000620
squamous cell carcinoma of vagina	EFO:1000620
vulvar lichen sclerosus	EFO:1000623
mammalian vulva lichen sclerosus et atrophicus	EFO:1000623
lichen sclerosus et atrophicus of mammalian vulva	EFO:1000623
vulvar epidermoid cell carcinoma	EFO:1000624
squamous cell carcinoma of the vulva	EFO:1000624
mammalian vulva squamous cell carcinoma	EFO:1000624
vulva epidermoid cell carcinoma	EFO:1000624
epidermoid carcinoma of the vulva	EFO:1000624
vulva epidermoid carcinoma	EFO:1000624
squamous cell carcinoma of vulva	EFO:1000624
vulva squamous cell carcinoma	EFO:1000624
epidermoid cell carcinoma of vulva	EFO:1000624
epidermoid carcinoma of vulva	EFO:1000624
vulvar epidermoid carcinoma	EFO:1000624
epidermoid cell carcinoma of the vulva	EFO:1000624
vulvar squamous cell carcinoma	EFO:1000624
vulvar squamous cell cancer	EFO:1000624
warthin's tumour	EFO:1000625
warthin tumor	EFO:1000625
adenolymphoma	EFO:1000625
warthin's tumor	EFO:1000625
disorder of thyroid gland	EFO:1000627
disease or disorder of thyroid gland	EFO:1000627
thyroid gland disease	EFO:1000627
thyroid gland disease or disorder	EFO:1000627
disease of thyroid gland	EFO:1000627
thyroid gland disorder	EFO:1000627
thyroid gland disorders	EFO:1000627
thyroid gland diseases	EFO:1000627
thyroiditis	EFO:1000627
thyroid disease	EFO:1000627
mzbcl	EFO:1000630
marginal zone b cell lymphoma	EFO:1000630
mzl	EFO:1000630
lymphoma of marginal zone b cell	EFO:1000630
marginal zone lymphoma	EFO:1000630
marginal zone b-cell lymphoma	EFO:1000630
plegia	EFO:1000631
plegias	EFO:1000631
palsy	EFO:1000631
cerebral palsy	EFO:1000632
infantile cerebral palsy	EFO:1000632
cerebral paralysis	EFO:1000632
colon adenomatous polyp	EFO:1000633
adenomatous colonic polyposis	EFO:1000633
adenomatous polyp of colon	EFO:1000633
adenomatous polyp of the colon	EFO:1000633
colonic adenomatous polyp	EFO:1000633
multiple adenomatous colon polyps	EFO:1000633
multiple colonic adenomatous polyps	EFO:1000633
adenomatous colon polyp	EFO:1000633
hamartoma	EFO:1000634
hamartoma (disease)	EFO:1000634
benign hemangioma	EFO:1000635
hemangioma, benign	EFO:1000635
hemangioma	EFO:1000635
inflammatory skin disorder	EFO:1000636
inflammatory skin diseases	EFO:1000636
inflammatory skin disorders	EFO:1000636
ards	EFO:1000637
acute respiratory distress syndrome	EFO:1000637
shock lung	EFO:1000637
shock lung	EFO:1000637
acquired neuromyotonia	EFO:1000638
nmt	EFO:1000638
episodic ataxia	EFO:1000638
continuous muscle activity syndrome	EFO:1000638
pseudomyotonia syndrome of isaacs	EFO:1000638
isaacs-mertens syndrome	EFO:1000638
neuromyotonia	EFO:1000638
isaacs' syndrome	EFO:1000638
acquired metabolic disease	EFO:1000639
basal ganglia cerebrovascular disorder	EFO:1000640
cerebrovascular disorder of collection of basal ganglia	EFO:1000640
collection of basal ganglia cerebrovascular disorder	EFO:1000640
hereditary nonspherocytic hemolytic anaemia	EFO:1000641
hnsha	EFO:1000641
hereditary nonspherocytic hemolytic anemia	EFO:1000641
congenital nonspherocytic hemolytic anemia	EFO:1000641
newborns (rds), respiratory distress syndrome of	EFO:1000644
hyaline membrane disease	EFO:1000644
newborn respiratory distress syndrome	EFO:1000644
neonatal respiratory distress syndrome	EFO:1000644
respiratory distress syndrome of newborn	EFO:1000644
hmd - hyaline membrane disease	EFO:1000644
infant acute respiratory distress syndrome	EFO:1000644
respiratory distress syndrome in the newborn	EFO:1000644
hyaline membrane disease	EFO:1000644
pulmonary hypoperfusion syndrome of newborn	EFO:1000644
respiratory distress syndrome of newborns	EFO:1000644
pulmonary hyaline membrane disease	EFO:1000644
hmd - hyaline membrane disease	EFO:1000644
infant ards	EFO:1000644
syndrome of newborns (rds), respiratory distress	EFO:1000644
neonatal respiratory distress syndrome	EFO:1000644
respiratory distress syndrome of newborns (rds)	EFO:1000644
neonatal respiratory distress	EFO:1000644
rds, respiratory distress syndrome of newborns	EFO:1000644
rds of newborns	EFO:1000644
infant respiratory distress syndrome	EFO:1000644
postural tachycardia syndrome due to net deficiency	EFO:1000645
orhtostatic intolerance	EFO:1000645
familial orthostatic tachycardia due to norepinephrine transporter deficiency	EFO:1000645
pots	EFO:1000645
postural orthostatic tachycardia syndrome	EFO:1000645
orthostatic intolerance due to net deficiency	EFO:1000645
irritable heart	EFO:1000645
soldiers heart	EFO:1000645
papillary carcinoma (morphologic abnormality)	EFO:1000646
papillary carcinoma	EFO:1000646
papillary carcinoma nos (morphologic abnormality)	EFO:1000646
inborn renal tubular transport disorder	EFO:1000647
renal absorption disease	EFO:1000647
disorder of renal absorption	EFO:1000647
renal tubular transport disease	EFO:1000647
congenital dislocation of hip	EFO:1000648
ddh	EFO:1000648
congenital hip dysplasia	EFO:1000648
developmental dysplasia of the hip	EFO:1000648
developmental dislocation of hip	EFO:1000648
oestrogen receptor positive breast cancer	EFO:1000649
estrogen-receptor positive breast cancer	EFO:1000649
estrogen receptor positive breast cancer	EFO:1000649
er+ breast cancer	EFO:1000649
er- breast cancer	EFO:1000650
estrogen-receptor negative breast cancer	EFO:1000650
acute pancreatitis (disorder) [ambiguous]	EFO:1000652
acute pancreatic necrosis	EFO:1000652
acute pancreatitis	EFO:1000652
pancreatitis, acute	EFO:1000652
sarcopenias	EFO:1000653
childhood neoplasm, malignant	EFO:1000654
malignant childhood tumour	EFO:1000654
malignant pediatric neoplasm	EFO:1000654
pediatric cancer	EFO:1000654
malignant paediatric tumour	EFO:1000654
malignant pediatric tumor	EFO:1000654
paediatric cancer	EFO:1000654
malignant childhood neoplasm	EFO:1000654
malignant childhood tumor	EFO:1000654
childhood malignant neoplasm	EFO:1000654
malignant paediatric neoplasm	EFO:1000654
childhood cancer	EFO:1000654
sporadic creutzfeld jacob disease	EFO:1000656
malignant rectum tumor	EFO:1000657
malignant rectum neoplasm	EFO:1000657
malignant tumour of the rectum	EFO:1000657
carcinoma of rectum	EFO:1000657
cancer of rectum	EFO:1000657
rectum cancer	EFO:1000657
rectal cancer	EFO:1000657
malignant tumour of rectum	EFO:1000657
malignant rectal tumour	EFO:1000657
malignant tumor of rectum	EFO:1000657
malignant tumor of the rectum	EFO:1000657
malignant rectum tumour	EFO:1000657
malignant rectal neoplasm	EFO:1000657
carcinoma of the rectum	EFO:1000657
malignant neoplasm of the rectum	EFO:1000657
malignant neoplasm of rectum	EFO:1000657
malignant rectal tumor	EFO:1000657
an - acanthosis nigricans	EFO:1000660
keratosis nigricans	EFO:1000660
an	EFO:1000660
acanthosis nigricans (disease)	EFO:1000660
acanthosis nigricans	EFO:1000660
keratosis nigricans	EFO:1000660
paroxysmal hematoma of the finger	EFO:1000661
achenbach syndrome	EFO:1000661
paroxysmal finger hematoma	EFO:1000661
acneiform dermatitis	EFO:1000662
acneiform eruption	EFO:1000662
rash acneiform	EFO:1000662
acneiform eruptions	EFO:1000662
acquired keratosis	EFO:1000663
keratoderma - acquired	EFO:1000663
keratoderma, acquired	EFO:1000663
acquired keratoderma	EFO:1000663
acrodermatitis	EFO:1000664
primary diffuse atrophy	EFO:1000665
acrodermatitis chronica atrophicans	EFO:1000665
herxheimer disease	EFO:1000665
herxheimer disease	EFO:1000665
acrokeratosis verruciformis of hopf	EFO:1000666
acrokeratosis verruciformis of hopf	EFO:1000666
acrokeratosis verruciformis	EFO:1000666
akv of hopf	EFO:1000666
hopf disease	EFO:1000666
adiposalgia	EFO:1000667
lipomatosis dolorosa	EFO:1000667
adiposis dolorosa	EFO:1000667
dercum's disease	EFO:1000667
neurolipomatosis	EFO:1000667
dercum's disease	EFO:1000667
dercum disease	EFO:1000667
adipose tissue rheumatism	EFO:1000667
allergic form of contact dermatitis	EFO:1000668
allergic contact dermatitis	EFO:1000668
allergic form of urticaria (disease)	EFO:1000669
allergic urticaria	EFO:1000669
allergic form of urticaria	EFO:1000669
allergic urticaria (disease)	EFO:1000669
anhidrosis	EFO:1000670
absence of sweating	EFO:1000670
adiaphoresis	EFO:1000670
adiaphoresis, anhidrosis	EFO:1000670
bacterial exanthem	EFO:1000671
melanoblastosis cutis	EFO:1000672
incontinentia pigmenti	EFO:1000672
bloch-siemens syndrome	EFO:1000672
nevus pigmentosus systematicus	EFO:1000672
incontinentia pigmenti syndrome	EFO:1000672
bullous skin disorder	EFO:1000673
cholesteatoma	EFO:1000675
cholesteatoma (disease)	EFO:1000675
cholesteatoma of attic	EFO:1000676
cholesteatoma of external ear	EFO:1000677
external ear cholesteatoma (disease)	EFO:1000677
external canal cholesteatoma	EFO:1000677
cholesteatoma (disease) of external ear	EFO:1000677
cholesteatoma of middle ear	EFO:1000678
cholesteatoma of middle ear and/or mastoid	EFO:1000678
cholesteatoma (disease) of middle ear	EFO:1000678
middle ear cholesteatoma	EFO:1000678
cholesteatoma of the middle ear	EFO:1000678
cholesteatoma of the middle ear	EFO:1000678
epidermosis of middle ear	EFO:1000678
cholesteatoma, middle ear	EFO:1000678
cholesteatoma of middle ear and mastoid	EFO:1000678
middle ear cholesteatoma (disease)	EFO:1000678
unspecified cholesteatoma (morphologic abnormality)	EFO:1000678
epidermosis of ear	EFO:1000678
cholesteatoma of middle ear and mastoid	EFO:1000678
cholinergic urticaria	EFO:1000679
vegetating cicatricial pemphigoid	EFO:1000680
mmp	EFO:1000680
mucous membrane pemphigoid	EFO:1000680
mucosynechial pemphigoid	EFO:1000680
cictricial pemphigoid with ocular involvement	EFO:1000680
mucosal pemphigoid	EFO:1000680
ocular pemphigus	EFO:1000680
cicatricial pemphigoid	EFO:1000680
benign mucous membrane pemphigoid	EFO:1000680
ocular pemphigoid	EFO:1000680
cp	EFO:1000680
congenital generalized lipodystrophy (disease)	EFO:1000681
hereditary generalised lipodystrophy	EFO:1000681
congenital generalized lipodystrophy	EFO:1000681
lipodystrophy, congenital generalized	EFO:1000681
hereditary generalized lipodystrophy	EFO:1000681
familial generalised lipodystrophy	EFO:1000681
lipodystrophy, congenital generalised	EFO:1000681
familial generalized lipodystrophy	EFO:1000681
berardinelli-seip congenital lipodystrophy	EFO:1000681
congenital generalised lipodystrophy (disease)	EFO:1000681
beradinelli-seip syndrome	EFO:1000681
conjunctival pigmentation	EFO:1000682
conjunctival pigmented lesion	EFO:1000682
durhing-brocq disease	EFO:1000684
dermatosis herpetiformis	EFO:1000684
dh	EFO:1000684
duhring's disease	EFO:1000684
dermatitis herpetiformis	EFO:1000684
familial dermatographia	EFO:1000685
dermatographic urticaria	EFO:1000685
dermographism	EFO:1000685
dermatosis papulosa nigra (morphologic abnormality)	EFO:1000686
dermatosis papulosa nigra	EFO:1000686
diffuse lipomatosis	EFO:1000687
acute vesiculobullous hand eczema	EFO:1000688
dyshydrotic eczema	EFO:1000688
dyshidrotic eczema	EFO:1000688
vesicular eczema of hands and/or feet	EFO:1000688
cheiropompholyx	EFO:1000688
vesicular eczema of hands and/or feet|pompholyx	EFO:1000688
vesicular eczema of hands and/or feet	EFO:1000688
pompholyx	EFO:1000688
podopompholyx	EFO:1000688
cheiropompholyx	EFO:1000688
dyshydrotic eczema	EFO:1000688
dyshidrosis	EFO:1000688
acantholysis bullosa	EFO:1000690
epidermolysis bullosa	EFO:1000690
epidermolysis bullosa aquisita	EFO:1000691
acquired epidermolysis bullosa	EFO:1000691
epidermolysis bullosa acquisita	EFO:1000691
eba	EFO:1000691
dystrophic eb	EFO:1000692
dystrophic epidermolysis bullosa	EFO:1000692
dermolytic epidermolysis bullosa	EFO:1000692
deb	EFO:1000692
epidermolysis bullosa dystrophica	EFO:1000692
fifth disease	EFO:1000693
erythema infectiosum	EFO:1000693
erythema infectiosum	EFO:1000693
fifth disease	EFO:1000693
erythema multiforme	EFO:1000694
other erythematosquamous dermatosis	EFO:1000695
erythematosquamous dermatosis	EFO:1000695
infection due to corynebacterium minutissimum	EFO:1000696
rash	EFO:1000697
cutaneous eruption	EFO:1000697
exanthem (disease)	EFO:1000697
rash|exanthema	EFO:1000697
skin rash	EFO:1000697
exanthema	EFO:1000697
exanthem	EFO:1000697
skin eruption	EFO:1000697
facial dermatoses	EFO:1000698
facial dermatosis	EFO:1000698
anus skin tag	EFO:1000699
anal fibrous polyp	EFO:1000699
anal fibroepithelial polyp	EFO:1000699
fibrous polyp of anus	EFO:1000699
anal tag	EFO:1000699
fibroepithelial polyp of anus	EFO:1000699
fibrous polyp of the anus	EFO:1000699
fibroepithelial polyp of the anus	EFO:1000699
urethra skin tag	EFO:1000700
urethral fibroepithelial polyp	EFO:1000700
fibroepithelial polyp of urethra	EFO:1000700
urethra fibroepithelial polyp	EFO:1000700
fibroepithelial polyp of the urethra	EFO:1000700
fibroepithelial polyp of the urinary tract	EFO:1000700
alopecia mucinosa	EFO:1000701
alopecia mucinosis	EFO:1000701
cutaneous focal mucinosis of hair follicle	EFO:1000701
hair follicle cutaneous focal mucinosis	EFO:1000701
alopecia mucinosa	EFO:1000701
follicular mucinosis	EFO:1000701
alopecia mucinosa	EFO:1000701
seborrhea capitis	EFO:1000702
hair follicle dermatitis	EFO:1000702
dermatitis of hair follicle	EFO:1000702
folliculitis	EFO:1000702
fox-fordyce disease	EFO:1000703
fox fordyce disease	EFO:1000703
apocrine miliaria	EFO:1000703
granulome annulare	EFO:1000704
granuloma annulare	EFO:1000704
granulomatous dermatitis	EFO:1000705
hand dermatosis	EFO:1000706
subcutaneous angioma	EFO:1000707
angioma of the subcutaneous tissue	EFO:1000707
subcutaneous hemangioma	EFO:1000707
hemangioma of subcutaneous tissue	EFO:1000707
hemangioma of the subcutaneous tissue	EFO:1000707
subcutaneous haemangioma	EFO:1000707
subcutaneous tissue hemangioma	EFO:1000707
angioma of subcutaneous tissue	EFO:1000707
subcutaneous tissue angioma	EFO:1000707
hemangioma of superficial fascia	EFO:1000707
superficial fascia hemangioma	EFO:1000707
hereditary papulotranslucent acrokeratoderma	EFO:1000708
gestational pemphigoid	EFO:1000709
herpes gestationis unspecified (disorder)	EFO:1000709
gestational herpes	EFO:1000709
herpes gestationis	EFO:1000709
herpes gestationis nos (disorder)	EFO:1000709
herpes gestationis (disorder)	EFO:1000709
gestational herpes	EFO:1000709
herpes gestationis	EFO:1000709
pemphigoid gestationis	EFO:1000709
acne inversa	EFO:1000710
verneuil disease	EFO:1000710
hidradenitis suppurativa	EFO:1000710
hs	EFO:1000710
pyoderma fistulans significa	EFO:1000710
fox den disease	EFO:1000710
acne inversa, familial	EFO:1000710
hidradenitis	EFO:1000710
ectopic acne	EFO:1000710
hyperpigmentation of eyelid	EFO:1000711
dyspigmentation of eyelid	EFO:1000711
